title,brand,model,transmission,fuel_type,price,year_of_manufacture,energy_capacity,kilometers_run,car_age
Toyota Sienta GCUERO HYBRID BROWN 2021,Toyota,Sienta,Automatic,"Hybrid, Octane","Tk 2,990,000",2021,"1,500 cc","39,000 km",5
Toyota Yaris Cross Z HYBRID READY DHAKA 2020,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,450,000",2020,"1,500 cc","55,000 km",6
Toyota Corolla Cross Z LEATHER 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 5,000,000",2022,"1,800 cc","62,500 km",4
Toyota Corolla Cross SHOWROOM-READY 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 4,800,000",2022,"1,800 cc","36,512 km",4
Mazda 3 Port condition 2020,Mazda,3,Automatic,Octane,"Tk 3,700,000",2020,"1,500 cc","27,000 km",6
Toyota Harrier NON-HYBRID READY 2020,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 7,700,000",2020,"2,000 cc","61,512 km",6
Honda CR-V EX-MASTER PIECE- 2020,Honda,CR-V,Automatic,"Petrol, Hybrid, Octane","Tk 5,700,000",2020,"2,000 cc","37,500 km",6
Toyota Yaris Cross Z PKG  2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,600,000",2021,"1,500 cc","55,510 km",5
Toyota Axio Ex Package Hybrid 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,450,000",2020,"1,500 cc","126,000 km",6
Toyota Prius S-SAFETY GRAD-4 2021,Toyota,Prius,Automatic,Hybrid,"Tk 3,380,000",2021,"1,800 cc","58,000 km",5
Toyota Noah X SMART HYBRID 2020,Toyota,Noah,Automatic,Hybrid,"Tk 3,300,000",2020,"1,800 cc","124,000 km",6
Toyota Noah S-Z PACKAGE HYBRID 2022,Toyota,Noah,Automatic,"Hybrid, Octane","Tk 5,030,000",2022,"1,800 cc","37,000 km",4
Toyota Voxy OCTEN PUSH 2DR PWR 2020,Toyota,Voxy,Automatic,Octane,"Tk 3,580,000",2020,"2,000 cc","107,000 km",6
Toyota Noah Standard Roof 2003,Toyota,Noah,Automatic,"CNG, Octane","Tk 970,000",2003,"1,800 cc","75,000 km",23
Hyundai Sonata 2012,Hyundai,Sonata,Automatic,Octane,"Tk 1,780,000",2012,"2,000 cc","31,500 km",14
Honda Grace 2014,Honda,Grace,Automatic,"Hybrid, Octane","Tk 1,470,000",2014,"1,500 cc","61,000 km",12
Toyota Noah regius 2000,Toyota,Noah,Automatic,"CNG, Octane","Tk 950,000",2000,"2,550 cc","86,500 km",26
Honda Grace Hybrid EX 2015,Honda,Grace,Automatic,Hybrid,"Tk 1,900,000",2015,"1,496 cc","60,000 km",11
Toyota Esquire GI Body Kit 2020,Toyota,Esquire,Automatic,"Petrol, Hybrid, Octane","Tk 3,699,999",2020,"1,800 cc","98,653 km",6
Toyota Fielder EX PACKAGE HYBRID 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,360,000",2020,"1,500 cc","65,412 km",6
Toyota Corolla Cross Z package Hybrid 2022,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,300,000",2022,"1,800 cc","8,541 km",4
Toyota Premio F-EX MICA BLUE 2020,Toyota,Premio,Automatic,Octane,"Tk 4,500,000",2020,"1,500 cc","24,645 km",6
Toyota Noah NON HYBRID X PUSH 2021,Toyota,Noah,Automatic,Octane,"Tk 3,600,000",2021,"2,000 cc","107,189 km",5
Toyota C-HR G LED PACKAGE HV 2019,Toyota,C-HR,Automatic,Hybrid,"Tk 3,380,000",2019,"1,800 cc","31,542 km",7
Toyota Land Cruiser TX 2021,Toyota,Land Cruiser,Automatic,"Petrol, Hybrid, Octane","Tk 12,500,000",2021,"2,700 cc","59,658 km",5
Toyota C-HR Hybrid 2021,Toyota,C-HR,Automatic,Hybrid,"Tk 3,300,000",2021,"1,800 cc","85,000 km",5
Toyota Noah SI DOOR POWR 2009,Toyota,Noah,Automatic,Petrol,"Tk 1,955,000",2009,"1,500 cc","65,000 km",17
Toyota Sienta HYBRID 2021,Toyota,Sienta,Automatic,Hybrid,"Tk 2,550,000",2021,"1,500 cc","45,623 km",5
Toyota Corolla Hybrid 2021,Toyota,Corolla,Automatic,Hybrid,"Tk 2,400,000",2021,"1,800 cc","75,000 km",5
Toyota Noah X Hybrid 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane","Tk 3,000,000",2020,"1,800 cc","36,210 km",6
Toyota Axio EX PKG 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane","Tk 2,200,000",2020,"1,500 cc","67,890 km",6
Toyota Prius S 2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 2,900,000",2020,"1,800 cc","43,000 km",6
Toyota Prius S White 3.563000 km 2020,Toyota,Prius,Automatic,Hybrid,"Tk 3,080,000",2020,"1,800 cc","63,000 km",6
Toyota Hiace Grand Cabin GL 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,750,000",2020,"2,700 cc","79,976 km",6
Toyota Voxy S-Z 4.5 BLACK 2022,Toyota,Voxy,Automatic,"Hybrid, Octane","Tk 5,150,000",2022,"1,800 cc","30,620 km",4
Toyota Axio EX 3.5 WHITE 2020,Toyota,Axio,Automatic,Octane,"Tk 2,680,000",2020,"1,500 cc","89,294 km",6
Toyota Axio EX-Package 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,850,000",2020,"1,490 cc","67,234 km",6
Toyota Corolla G LIMITED BEIGE 2005,Toyota,Corolla,Automatic,"Petrol, CNG, Octane","Tk 1,350,000",2005,"1,500 cc","89,300 km",21
Toyota Fielder G NEW EDITION 2015,Toyota,Fielder,Automatic,"Petrol, Octane","Tk 2,050,000",2015,"1,500 cc","38,000 km",11
Toyota Corolla Cross HYBRID Z HARDTOP PKG 2022,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,750,000",2022,"1,800 cc","18,074 km",4
Toyota Aqua 2021,Toyota,Aqua,Automatic,Hybrid,"Tk 2,100,000",2021,"1,500 cc","69,000 km",5
Toyota Fielder HYBRIDE NEW SHAPE 2014,Toyota,Fielder,Automatic,Petrol,"Tk 1,480,000",2014,"1,500 cc","65,000 km",12
Toyota Prius S -PKG 2019,Toyota,Prius,Automatic,"Hybrid, Octane","Tk 3,650,000",2019,"1,790 cc","61,815 km",7
Toyota C-HR G-PACKAGE 2020,Toyota,C-HR,Automatic,"Hybrid, Octane","Tk 3,700,000",2020,"1,790 cc","19,724 km",6
Toyota Premio FEX PACKAGE 2015,Toyota,Premio,Automatic,"Petrol, Octane, LPG","Tk 2,780,000",2015,"1,500 cc","42,000 km",11
Toyota Noah X NON HV-KEY 2021,Toyota,Noah,Automatic,Octane,"Tk 3,600,000",2021,"2,000 cc","107,234 km",5
Toyota Premio FLREADYSHOWROOM 2020,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,820,000",2020,"1,500 cc","74,000 km",6
Toyota Axio HYBRID EX. 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,350,000",2020,"1,500 cc","88,149 km",6
Toyota Sienta Hybrid 2021,Toyota,Sienta,Automatic,Hybrid,"Tk 2,250,000",2021,"1,500 cc","33,000 km",5
Toyota Noah Nonhybrid push 2 D.P 2020,Toyota,Noah,Automatic,"Petrol, Octane","Tk 3,770,000",2020,"2,000 cc","77,390 km",6
Toyota Allion A15 2020,Toyota,Allion,Automatic,"Petrol, Octane","Tk 3,550,000",2020,"1,500 cc","76,000 km",6
Toyota Noah Si Wxb 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane","Tk 3,700,000",2020,"1,800 cc","75,000 km",6
Toyota Prius S HYBRID GP-4.5 2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 3,350,000",2020,"1,800 cc","22,649 km",6
Toyota Esquire GI HYBRID MICABLUE 2021,Toyota,Esquire,Automatic,"Hybrid, Octane","Tk 3,890,000",2021,"1,800 cc","48,000 km",5
Toyota Harrier PREMIUM PKG SUNROOF 2020,Toyota,Harrier,Automatic,Octane,"Tk 6,550,000",2020,"2,000 cc","54,498 km",6
Toyota Noah NON HV PUSH START 2020,Toyota,Noah,Automatic,Octane,"Tk 3,750,000",2020,"2,000 cc","100,079 km",6
Toyota ist Octane Drive 2005,Toyota,ist,Automatic,Petrol,"Tk 955,000",2005,"1,300 cc","85,000 km",21
Toyota Noah Hybrid SI 2021,Toyota,Noah,Automatic,Hybrid,"Tk 3,250,000",2021,"1,800 cc","45,410 km",5
Toyota Hiace DX 2021,Toyota,Hiace,Automatic,Hybrid,"Tk 3,150,000",2021,"2,000 cc","55,120 km",5
Toyota Prius S Hybrid 2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 2,950,000",2020,"1,800 cc","56,625 km",6
Toyota Axio Ex 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane","Tk 2,150,000",2020,"1,500 cc","79,520 km",6
Toyota Fielder EX HYBRID 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,250,000",2020,"1,500 cc","144,960 km",6
Toyota Hiace DX DUAL AC HITARBOX 2020,Toyota,Hiace,Automatic,Octane,"Tk 3,260,000",2020,"2,000 cc","78,526 km",6
Toyota Fielder Hybrid 4 point 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,310,000",2020,"1,500 cc","84,260 km",6
Toyota Hiace SUPER GL KET START 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,900,000",2020,"2,000 cc","87,542 km",6
Toyota Corolla x edition 2006,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,270,000",2006,"1,500 cc","140,000 km",20
Toyota Voxy S-Z HYBRID 2022,Toyota,Voxy,Automatic,"Petrol, Hybrid, Octane","Tk 5,150,000",2022,"1,800 cc","26,500 km",4
Toyota Crown RS ADVANCE NEW SHAPE 2022,Toyota,Crown,Automatic,"Petrol, Hybrid, Octane","Tk 12,000,000",2022,"2,400 cc","15,013 km",4
Toyota Corolla TOURING 2020,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane","Tk 2,900,000",2020,"1,800 cc","50,050 km",6
"Toyota Noah X-PKG,NON-HYBRID G-4 2022",Toyota,Noah,Automatic,Octane,"Tk 4,570,000",2022,"2,000 cc","102,000 km",4
Toyota Fielder EX 2022,Toyota,Fielder,Automatic,Hybrid,"Tk 2,900,000",2022,"1,500 cc","44,000 km",4
Toyota Allion A15 PEARL GRAD-3.5 2020,Toyota,Allion,Automatic,Octane,"Tk 3,570,000",2020,"1,500 cc","186,000 km",6
Nissan X-Trail X E- 4ORCE 2022,Nissan,X-Trail,Automatic,"Hybrid, Octane","Tk 6,700,000",2022,"1,490 cc","33,254 km",4
BMW X7 Xdrive M Sport Sky 2022,BMW,X7,Automatic,"Petrol, Octane","Tk 29,000,000",2022,"3,000 cc","2,000 km",4
Mitsubishi X-Pander BRONZE 7-SEATER 2021,Mitsubishi,X-Pander,Automatic,"Petrol, Octane","Tk 3,000,000",2021,"1,500 cc","20,313 km",5
Toyota Sprinter 100 1993,Toyota,Sprinter,Automatic,"CNG, Octane","Tk 420,000",1993,"1,498 cc","500,000 km",33
Toyota Corolla . 1999,Toyota,Corolla,Automatic,"CNG, Octane","Tk 250,000",1999,"1,331 cc","85,000 km",27
Toyota Axio NON HYBRID EX. 2020,Toyota,Axio,Automatic,Octane,"Tk 2,650,000",2020,"1,500 cc","207,245 km",6
Toyota Hiace Highroof Ambulance 2023,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,100,000",2023,"2,000 cc","94,125 km",3
Toyota Axio Ex 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane","Tk 2,200,000",2020,"1,500 cc","78,520 km",6
Toyota RAV4 Hybrid G 2021,Toyota,RAV4,Automatic,Hybrid,"Tk 5,450,000",2021,"2,500 cc","42,000 km",5
Toyota Corolla Cross PUSH Z LEATHER HV 2021,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,450,000",2021,"1,800 cc","44,128 km",5
Toyota Noah Non hybrid 2021,Toyota,Noah,Automatic,"Petrol, Octane","Tk 3,730,000",2021,"2,000 cc","96,723 km",5
Toyota Yaris Cross Z Leather GP-4. 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,450,000",2021,"1,500 cc","103,000 km",5
Toyota Axio G PACKAGE POINT 4 2019,Toyota,Axio,Automatic,Hybrid,"Tk 2,550,000",2019,"1,500 cc","63,000 km",7
Toyota Hiace Super GL Dark Prime2 2020,Toyota,Hiace,Automatic,Petrol,"Tk 4,590,000",2020,"2,000 cc","101,000 km",6
Toyota Corolla Cross G BLACK AP 4.5 2022,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,190,000",2022,"1,800 cc","33,150 km",4
Honda Vezel Z HEV PLAY PKG 2021,Honda,Vezel,Automatic,Hybrid,"Tk 4,880,000",2021,"1,500 cc","27,000 km",5
Toyota Axio EX Hybrid 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane","Tk 2,150,000",2020,"1,500 cc","58,452 km",6
Toyota Corolla Cross Z New Shape Pearl 2025,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 6,180,000",2025,"1,800 cc",10 km,1
Toyota Hiace Super GL Dark Prime2 2020,Toyota,Hiace,Automatic,Petrol,"Tk 4,390,000",2020,"2,000 cc","100,000 km",6
Toyota Hiace Orginal Gl Dual AC 2020,Toyota,Hiace,Automatic,"Octane, Other fuel type","Tk 3,520,000",2020,"2,000 cc","74,321 km",6
Toyota Fielder EX PUSH NON HYBRID 2020,Toyota,Fielder,Automatic,Octane,"Tk 2,730,000",2020,"1,500 cc","84,256 km",6
Toyota Noah Z PKG READY SHOWROOM 2022,Toyota,Noah,Automatic,"Hybrid, Octane","Tk 4,900,000",2022,"2,000 cc","31,013 km",4
Toyota RAV4 ADVENTURE PKG READY 2022,Toyota,RAV4,Automatic,"Hybrid, Octane","Tk 8,500,000",2022,"2,500 cc","17,013 km",4
Toyota Land Cruiser Prado TX 2012,Toyota,Land Cruiser,Automatic,Octane,"Tk 6,800,000",2012,"2,700 cc","71,192 km",14
Toyota Hiace SUPER GL 4.5 POINT 2021,Toyota,Hiace,Automatic,Octane,"Tk 4,600,000",2021,"2,000 cc","49,000 km",5
Toyota Sienta G QUERO HYB 4POINT 2019,Toyota,Sienta,Automatic,"Hybrid, Octane","Tk 2,670,000",2019,"1,500 cc","118,000 km",7
Toyota Noah X PKG NON HYB 2021,Toyota,Noah,Automatic,Hybrid,"Tk 3,670,000",2021,"2,000 cc","82,000 km",5
Toyota Sienta G CUERO PKG 2020,Toyota,Sienta,Automatic,"Hybrid, Octane","Tk 3,250,000",2020,"1,490 cc","79,400 km",6
Toyota C-HR G 2020,Toyota,C-HR,Automatic,"Hybrid, Octane","Tk 3,650,000",2020,"1,790 cc","68,700 km",6
Toyota Vitz 2009,Toyota,Vitz,Automatic,Octane,"Tk 880,000",2009,"1,000 cc","86,598 km",17
Toyota Allion 2005,Toyota,Allion,Automatic,"CNG, Octane","Tk 1,390,000",2005,"1,500 cc","65,856 km",21
Toyota Premio 2007,Toyota,Premio,Automatic,Octane,"Tk 1,795,000",2007,"1,500 cc","56,895 km",19
Toyota ist X Hid Selection 2006,Toyota,ist,Automatic,"Petrol, Octane","Tk 950,000",2006,"1,331 cc","68,000 km",20
Toyota Prado O 2015,Toyota,Prado,Manual,Diesel,"Tk 6,800,000",2015,"3,000 cc","59,686 km",11
Mitsubishi Pajero super fresh 2007,Mitsubishi,Pajero,Automatic,Octane,"Tk 2,750,000",2007,"3,000 cc","86,598 km",19
Toyota  2004,Toyota,Other Model,Automatic,Octane,"Tk 790,000",2004,"1,331 cc","65,856 km",22
Toyota Starlet O 1991,Toyota,Starlet,Automatic,Octane,"Tk 480,000",1991,"1,331 cc","86,598 km",35
Toyota Prado Octane 7 Seats 2014,Toyota,Prado,Automatic,Octane,"Tk 8,500,000",2014,"2,700 cc","51,000 km",12
Toyota Aqua 2019,Toyota,Aqua,Automatic,Hybrid,"Tk 1,890,000",2025,"1,500 cc","73,000 km",1
Toyota Harrier 2019,Toyota,Harrier,Automatic,Octane,"Tk 6,550,000",2019,"2,000 cc","43,000 km",7
Nissan Juke Octane 2011,Nissan,Juke,Automatic,Octane,"Tk 1,490,000",2011,"1,500 cc","63,000 km",15
Toyota Prado Octane 7 Seats 2014,Toyota,Prado,Automatic,Octane,"Tk 8,100,000",2014,"2,700 cc","88,000 km",12
Toyota Harrier Z Leather Octane 2020,Toyota,Harrier,Automatic,Octane,"Tk 8,050,000",2020,"2,000 cc","34,000 km",6
Toyota Noah S-Z Hybrid pearl 2022,Toyota,Noah,Automatic,Hybrid,"Tk 4,640,000",2022,"1,800 cc","44,000 km",4
Toyota Hiace DX SILVER 2020,Toyota,Hiace,Automatic,Petrol,"Tk 3,100,000",2020,"2,000 cc","129,814 km",6
Toyota Premio F EX BRONZE 2021,Toyota,Premio,Automatic,Petrol,"Tk 5,150,000",2021,"1,500 cc","25,000 km",5
Toyota Noah S-Z HYBRID 360 CAM. 2025,Toyota,Noah,Automatic,Hybrid,"Tk 5,940,000",2025,"1,800 cc","2,700 km",1
Toyota Noah X NON HYBRID 2020,Toyota,Noah,Automatic,Petrol,"Tk 4,220,000",2020,"2,000 cc","52,122 km",6
Toyota Prius S TOURING RED 2020,Toyota,Prius,Automatic,Hybrid,"Tk 3,420,000",2020,"1,800 cc","37,000 km",6
Toyota Noah WXB NON HYBRID 25K 2020,Toyota,Noah,Automatic,Petrol,"Tk 3,999,999",2020,"2,000 cc","25,000 km",6
Toyota Axio EX HYBRID WHITE. 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,450,000",2020,"1,500 cc","43,800 km",6
Toyota Allion G PEARL 2019,Toyota,Allion,Automatic,Petrol,"Tk 3,710,000",2019,"1,500 cc","44,000 km",7
Toyota Noah SI WXB 8 SEATRT N H 2020,Toyota,Noah,Automatic,Petrol,"Tk 4,190,000",2020,"2,000 cc","79,210 km",6
Toyota Hiace GL PEARL AP-3.5 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,390,000",2020,"2,000 cc","98,521 km",6
Toyota Hiace GL WHITE READY SHOWR 2020,Toyota,Hiace,Automatic,Petrol,"Tk 3,490,000",2020,"2,000 cc","72,500 km",6
Toyota Hiace GL White Single AC 2020,Toyota,Hiace,Automatic,Petrol,"Tk 3,350,000",2020,"2,000 cc","112,000 km",6
Toyota Prius A PREMIUM TOU. PHV 2020,Toyota,Prius,Automatic,Hybrid,"Tk 3,880,000",2020,"1,800 cc","64,515 km",6
Toyota Hiace DX Silver 3.5 Point 2020,Toyota,Hiace,Automatic,Petrol,"Tk 3,250,000",2020,"2,000 cc","129,000 km",6
Toyota Hiace Dx Ambulance 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 2,700,000",2020,"2,000 cc","67,000 km",6
Toyota Premio F 2020,Toyota,Premio,Automatic,"Petrol, Octane","Tk 3,750,000",2020,"1,500 cc","39,000 km",6
Toyota Premio FL 2020,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,050,000",2020,"1,500 cc","53,425 km",6
Toyota Prius S Hybrid  Grade-4  2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 2,900,000",2020,"1,800 cc","59,819 km",6
Toyota Hiace SUPER GL KET START 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,900,000",2020,"2,000 cc","82,000 km",6
Toyota Corolla Cross Z PKG 360 CAMERA 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane","Tk 4,400,000",2022,"1,800 cc","35,000 km",4
Toyota Harrier MOV Special Edition 2015,Toyota,Harrier,Automatic,"Hybrid, Octane","Tk 4,200,000",2015,"2,500 cc","50,000 km",11
Toyota Hiace GL Ambulance 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,200,000",2021,"2,000 cc","39,000 km",5
Toyota Voxy S-Z HYBRID-PKG 2022,Toyota,Voxy,Automatic,"Petrol, Hybrid, Octane","Tk 5,150,000",2022,"1,800 cc","37,448 km",4
Toyota Sienta X non hybrid 2020,Toyota,Sienta,Automatic,"Petrol, Octane","Tk 2,700,000",2020,"1,500 cc","92,000 km",6
Toyota Noah SI WXB V2 HYBRID 2020,Toyota,Noah,Automatic,"Hybrid, Octane","Tk 3,450,000",2020,"1,800 cc","146,000 km",6
Toyota Axio EX HYB PUSH 4POINT 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,530,000",2020,"1,500 cc","49,000 km",6
Toyota Voxy ZS KIRAMEKI HYB 2020,Toyota,Voxy,Automatic,"Hybrid, Octane","Tk 3,380,000",2020,"1,800 cc","152,000 km",6
Toyota Harrier ZLP 2020,Toyota,Harrier,Automatic,Octane,"Tk 8,300,000",2020,"1,980 cc","32,200 km",6
Toyota Harrier OCTEN JBL 4.5POINT 2020,Toyota,Harrier,Automatic,Octane,"Tk 7,199,999",2020,"2,000 cc","52,000 km",6
Nissan X-Trail 2017,Nissan,X-Trail,Automatic,Hybrid,"Tk 2,750,000",2022,"2,000 cc","69,452 km",4
Toyota Esquire gi premium 2017,Toyota,Esquire,Automatic,"Hybrid, Octane","Tk 2,550,000",2017,"1,800 cc","63,000 km",9
Toyota Corolla x 2005,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,220,000",2005,"1,500 cc","95,000 km",21
Toyota Allion A15 Kye White 2020,Toyota,Allion,Automatic,"Petrol, Octane","Tk 3,750,000",2020,"1,500 cc","60,000 km",6
Toyota Axio HYBRID EX PUSH 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,400,000",2020,"1,500 cc","88,321 km",6
Toyota Noah X NON HV-KEY 2020,Toyota,Noah,Automatic,Octane,"Tk 3,500,000",2020,"2,000 cc","95,234 km",6
Toyota Noah KEY NON HYBRID 2020,Toyota,Noah,Automatic,Octane,"Tk 3,500,000",2020,"2,000 cc","95,189 km",6
Toyota Yaris  2020,Toyota,Yaris,Automatic,"Petrol, Hybrid, Octane","Tk 2,300,000",2020,"1,500 cc","79,000 km",6
Toyota Corolla Hybrid GX 2021,Toyota,Corolla,Automatic,Hybrid,"Tk 2,400,000",2021,"1,800 cc","45,420 km",5
Toyota Premio F-EX Pearl point 4.5 2020,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,750,000",2020,"1,500 cc","47,149 km",6
Toyota Fielder Hybrid EX Black 2021,Toyota,Fielder,Automatic,Hybrid,"Tk 2,530,000",2021,"1,500 cc","128,000 km",5
Toyota Esquire Gi package Hybrid 2020,Toyota,Esquire,Automatic,Hybrid,"Tk 3,650,000",2020,"1,800 cc","79,352 km",6
Toyota Axio EX PKG 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane","Tk 2,200,000",2020,"1,500 cc","74,520 km",6
Toyota Hiace SUPER GL 3.5 BLACK 2020,Toyota,Hiace,Automatic,Octane,"Tk 4,300,000",2020,"2,000 cc","58,875 km",6
Toyota Noah Hybrid SI WXB V-2 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane","Tk 3,550,000",2020,"1,800 cc","60,000 km",6
Toyota Prius S Touring Selection 2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 3,100,000",2020,"1,800 cc","65,000 km",6
Toyota Yaris Cross 360 CAM DHAKA READY 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane","Tk 3,500,000",2021,"1,500 cc","29,013 km",5
Lexus RX300 NON HYBRID 2022,Lexus,RX300,Automatic,"Petrol, Octane","Tk 15,000,000",2022,"2,000 cc","36,013 km",4
Toyota RAV4 G-Z NON-HB READY- 2020,Toyota,RAV4,Automatic,"Petrol, Octane","Tk 7,500,000",2020,"2,000 cc","26,590 km",6
Toyota Voxy SHOWROOM-READY 2022,Toyota,Voxy,Automatic,"Petrol, Hybrid, Octane","Tk 5,300,000",2022,"1,800 cc","49,512 km",4
Toyota Prius S Safety Plus 2021,Toyota,Prius,Automatic,Hybrid,"Tk 3,500,000",2021,"1,800 cc","74,000 km",5
Toyota Axio EX 2020,Toyota,Axio,Automatic,"Petrol, Octane","Tk 2,850,000",2020,"1,500 cc","54,000 km",6
Toyota Esquire GI PKG HYB 4 POINT 2020,Toyota,Esquire,Automatic,Hybrid,"Tk 3,750,000",2020,"1,800 cc","106,000 km",6
Toyota Harrier ZLP 2020,Toyota,Harrier,Automatic,Octane,"Tk 8,550,000",2020,"1,980 cc","29,600 km",6
Toyota Noah X PKG HYB 2020,Toyota,Noah,Automatic,Hybrid,"Tk 2,989,999",2020,"1,800 cc","225,000 km",6
Toyota Corolla S PKG 4 POINT 2020,Toyota,Corolla,Automatic,Hybrid,"Tk 2,750,000",2020,"1,800 cc","89,000 km",6
Toyota Corolla Hybrid 2019,Toyota,Corolla,Automatic,Octane,"Tk 3,100,000",2019,"1,800 cc","14,700 km",7
Toyota Fielder Hybrid 2021,Toyota,Fielder,Automatic,Hybrid,"Tk 2,200,000",2021,"1,800 cc","85,000 km",5
Toyota Altis 2018,Toyota,Altis,Automatic,Octane,"Tk 2,450,000",2018,"1,600 cc","23,200 km",8
Toyota Corolla Gx Pkg Hybrid GP-4.0 2020,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane","Tk 2,730,000",2020,"1,800 cc","50,200 km",6
Honda Vezel Z PKG 360CAMERA BOSE 2021,Honda,Vezel,Automatic,"Hybrid, Octane","Tk 3,990,000",2021,"1,500 cc","40,000 km",5
Toyota Axio EX PACKAGE HYBRID 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,160,000",2020,"1,500 cc","66,452 km",6
Toyota Allion A15 PACKAGE 2020,Toyota,Allion,Automatic,"Petrol, Octane","Tk 3,680,000",2020,"1,500 cc","75,463 km",6
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,560,000",2020,"1,500 cc","45,000 km",6
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,560,000",2020,"1,500 cc","39,000 km",6
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,540,000",2020,"1,500 cc","41,000 km",6
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,550,000",2020,"1,500 cc","31,000 km",6
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,570,000",2020,"1,500 cc","35,000 km",6
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,570,000",2020,"1,500 cc","26,000 km",6
Toyota Prius A T S PKG 2021,Toyota,Prius,Automatic,"Hybrid, Octane","Tk 3,975,000",2021,"1,790 cc","39,205 km",5
Honda CR-V 2012,Honda,CR-V,Automatic,Octane,"Tk 2,450,000",2012,"2,000 cc","850,000 km",14
Toyota Axio EX PUSH SAFTY SENSE 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,530,000",2020,"1,500 cc","48,000 km",6
Honda Civic cxi 2005,Honda,Civic,Automatic,Octane,"Tk 1,000,000",2005,"1,500 cc","70,000 km",21
Toyota Fielder HYBRID EX 2021,Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane, Other fuel type","Tk 2,200,000",2021,"1,500 cc","70,000 km",5
"Toyota RAV4 HYBRID G PKG,SUNROOF 2020",Toyota,RAV4,Automatic,Hybrid,"Tk 6,550,000",2020,"2,500 cc","72,000 km",6
